links,content,question_title,product_context
https://www.gojek.com/en-id/help/goride/i-cant-link-my-gojek-account-to-my-companys-gocorp-account,"Each Gojek account can only have one business profile. Therefore, you can't link your account to your company's GoCorp account if you have already created an individual business profile. individual business profile. To link your Gojek account with your company's GoCorp account, please delete your individual business profile first by following the steps in this article. If it has been deleted, you can ask your company admin to reinvite your account. this article.",I can’t link my Gojek account to my company’s GoCorp account,goride
https://www.gojek.com/en-id/help/goride/how-to-edit-and-delete-your-individual-business-profile,"Edit your business profile Edit your business profile Click the Edit button on your business profile. Click the Edit button on your business profile. Click the  Edit  button on your business profile. business profile.   Change the data you want, then click Save. Change the data you want, then click Save. Change the data you want, then click Save. Save.   How to delete a personal Business Profile How to delete a personal Business Profile Click Edit button on your business Profile, then choose 'Delete business profile' as shown below: Click Edit button on your business Profile, then choose 'Delete business profile' as shown below: Click Edit button on your business Profile, then choose  'Delete business profile'  as shown below:    Follow the next steps. Follow the next steps. Follow the next steps.   Important! Important! Important! Your account cannot be registered into your company's GoCorp account if you have set up an individual business profile on your Gojek account.If you wish to be added to a corporate GoCorp account, please delete your individual Business Profile first.Make sure you have downloaded all the trip reports you need, as they will no longer be accessible once you delete your individual business profile. Your account cannot be registered into your company's GoCorp account if you have set up an individual business profile on your Gojek account. Your account cannot be registered into your company's GoCorp account if you have set up an individual business profile on your Gojek account. Your account cannot be registered into your company's GoCorp account if you have set up an individual business profile on your Gojek account. If you wish to be added to a corporate GoCorp account, please delete your individual Business Profile first. If you wish to be added to a corporate GoCorp account, please delete your individual Business Profile first. If you wish to be added to a corporate GoCorp account, please delete your individual Business Profile first. Make sure you have downloaded all the trip reports you need, as they will no longer be accessible once you delete your individual business profile. Make sure you have downloaded all the trip reports you need, as they will no longer be accessible once you delete your individual business profile. Make sure you have downloaded all the trip reports you need, as they will no longer be accessible once you delete your individual business profile. downloaded all the trip reports",How to edit and delete your individual business profile,goride
https://www.gojek.com/en-id/help/goride/barang-saya-tertinggal,"  If you think you left your item behind after using Gojek services, you can try checking your chat history with the driver. You just need to go to the Order History page, then click the chat icon on the related order. Perhaps the driver has notified you before that you've left your belongings in the vehicle. you can try checking your chat history with the driver   Notes about chat history: Notes about chat history: Currently, it's only available in GoCar and GoBluebird services Currently, it's only available in GoCar and GoBluebird services GoCar  GoBluebird  You can still chat the driver up to 2 hours after your order is completedAfter that you can no longer reply or chat the driver, but you can still see the chat history for 24 hours after the order is completed You can still chat the driver up to 2 hours after your order is completed chat the driver up to 2 hours after your order is completed After that you can no longer reply or chat the driver, but you can still see the chat history for 24 hours after the order is completed see the chat history for 24 hours after the order is completed   Keeping personal belongings while using Gojek services is a must in order to avoid them being left behind or lost. Therefore, always check your belongings when your trip is complete. If you left your item(s) after using Gojek services, please contact us at the phone number on the Help Page article (under My Profile menu) by clicking the Contact Us* button below the article, and we will help you to confirm it with the driver. My Profile  Contact Us*  *Contact Us button only accessible when you open this page on your phone/tablet * Contact Us  Contact Us  button only accessible when you open this page on your phone/tablet After you report your experience to us and your belongings have already submitted to us by our drivers, you can claim your  item(s) within: 3 (three) calendar days for goods that are perishable and have an expiration date such as food, drinks, groceries, and so on30 (thirty) calendar days for other items that do not have an expiration date/time such as cellphones, bags, clothing, and so on 3 (three) calendar days for goods that are perishable and have an expiration date such as food, drinks, groceries, and so on 30 (thirty) calendar days for other items that do not have an expiration date/time such as cellphones, bags, clothing, and so on If you don’t claim your item(s) within the above time limits, then the entire title rights of your item(s) were transferred and handed over to us. Thus, we have the full rights to take any action on the item(s). Please visit the following link www.gojek.com/terms-of-service for more information. www.gojek.com/terms-of-service",I left my item,goride
https://www.gojek.com/en-id/help/goride/bagaimana-cara-memesan-transportasi-motor,"To order GoRide, please follow the steps below: Choose GoRide in Gojek app homepage. Or, swipe up the services menu to find GoRideChoose your destination and pickup location. You can also add a note to the driver (Example: Please pick me up at Tanah Abang Station, I am in front of Abadi Jaya Shop). To save your destination as a favorite destination, please follow the steps on the Saved Addresses Feature in transport services article. Choose GoRide in Gojek app homepage. Or, swipe up the services menu to find GoRide GoRide  Choose your destination and pickup location. You can also add a note to the driver (Example: Please pick me up at Tanah Abang Station, I am in front of Abadi Jaya Shop). To save your destination as a favorite destination, please follow the steps on the Saved Addresses Feature in transport services article. Saved Addresses Feature Saved Addresses Feature       If you want to participate in the GoGreener program, click the Carbon Offset icon next to the payment method. Click here for more information about this program.Select your preferred payment method Select 'Order GoRide' to make an orderMake sure you are ready and at the pickup location as the driver will immediately come to the pickup location after receiving your order If you want to participate in the GoGreener program, click the Carbon Offset icon next to the payment method. Click here for more information about this program. here Select your preferred payment method  Select 'Order GoRide' to make an order 'Order GoRide'  Make sure you are ready and at the pickup location as the driver will immediately come to the pickup location after receiving your order   Notes: Notes: The maximum distance of GoRide service is 60km (Jabodetabek), 50km (Non Jabodetabek)Parking fees and tolls prior to pick-up is the driver responsibility, unless it’s previously agreed to be paid by the customerParking fees and tolls after pickup are the responsibility of the customer, with prior agreement before entering the parking area and toll laneIn every GoRide or GoCar order, you can use the 'Edit pickup location' feature and 'Edit destination' feature at the same time* *The 'Edit pickup location' feature can only be done when you have not met the driver and the driver is still heading to the pickup location and the 'Edit destination' feature can only be done after you are on a trip with the driverIn every GoRide or GoCar order you can also use the ‘Multidestination’ feature to add a stopping point in one trip, but when you use this feature, the 'Edit destination' and 'Edit pickup location' features won’t be available for your order.If you’re in Jabodetabek, you are allowed to change your payment method from cash to cashless while on trip using the ‘Edit payment' feature. Click here to know moreIf you’re in Jakarta and Surabaya, you can also use the Schedule a ride feature to schedule your order The maximum distance of GoRide service is 60km (Jabodetabek), 50km (Non Jabodetabek) Parking fees and tolls prior to pick-up is the driver responsibility, unless it’s previously agreed to be paid by the customer Parking fees and tolls after pickup are the responsibility of the customer, with prior agreement before entering the parking area and toll lane In every GoRide or GoCar order, you can use the 'Edit pickup location' feature and 'Edit destination' feature at the same time* *The 'Edit pickup location' feature can only be done when you have not met the driver and the driver is still heading to the pickup location and the 'Edit destination' feature can only be done after you are on a trip with the driver   'Edit pickup location' 'Edit pickup location' 'Edit destination' 'Edit destination'  *The  'Edit pickup location' feature can only be done when you have not met the driver  'Edit pickup location'   not met the driver  and the driver is still heading to the pickup location and the  'Edit destination' feature can only be done after you are on a trip with the driver 'Edit destination'   after you are on a trip with the driver In every GoRide or GoCar order you can also use the ‘Multidestination’ feature to add a stopping point in one trip, but when you use this feature, the 'Edit destination' and 'Edit pickup location' features won’t be available for your order. ‘Multidestination’ ‘Multidestination’ If you’re in Jabodetabek, you are allowed to change your payment method from cash to cashless while on trip using the ‘Edit payment' feature. Click here to know more ‘Edit payment'  here  here If you’re in Jakarta and Surabaya, you can also use the Schedule a ride feature to schedule your order Schedule a ride Schedule a ride   If you have arrived at your destination... If you have arrived at your destination... If you have arrived at your destination... It's time for you to rate your driver! See the steps here. You need the receipt? Just relax, we will automatically send the receipt to your verified e-mail. If you think your e-mail hasn't been verified, go to 'My Profile' page.  here here 'My Profile'  Can I order GoRide for my friend in different location? Can I order GoRide for my friend in different location? Of course you can! Click here to see how. Of course you can! Click here to see how. here here",How to order GoRide,goride
https://www.gojek.com/en-id/help/goride/area-layanan-goride,"Do you know that GoRide service is now available in 76 cities across Indonesia? Anywhere you go, you can use GoRide to help your daily activities!  Do you know that GoRide service is now available in 76 cities across Indonesia? Anywhere you go, you can use GoRide to help your daily activities!  You can use GoRide services in the following cities:  You can use GoRide services in the following cities:  Ambon, Bali (including Gianyar and Tabanan), Balikpapan, Banda Aceh, Bandung, Banjarmasin, Banyuwangi, Batam, Belitung, Berau, Bitung, Bojonegoro, Bukittinggi, Cilacap, Cirebon, Garut, Gorontalo, Gresik, Jabodetabek, Jambi, Jayapura, Jember, Jombang, Karawang, Kebumen, Kediri, Kendari, Kisaran, Kudus, Lampung, Madiun, Madura, Magelang, Makassar, Malang, Manado, Mataram, Medan, Merauke, Metro, Mojokerto, Padang, Palangkaraya, Palembang, Palopo, Palu, Pangkal Pinang, Pasuruan, Pekalongan, Pekanbaru, Pematangsiantar, Pontianak, Probolinggo, Purwakarta, Purwokerto, Sabang, Samarinda, Semarang (including Ungaran and Salatiga), Serang, Sidoarjo, Solo, Sorong, Subang, Sukabumi, Sumedang, Surabaya, Tanjung Pinang, Tarakan, Tasikmalaya, Tegal, Ternate, Tomohon, and Yogyakarta.  Ambon, Bali (including Gianyar and Tabanan), Balikpapan, Banda Aceh, Bandung, Banjarmasin, Banyuwangi, Batam, Belitung, Berau, Bitung, Bojonegoro, Bukittinggi, Cilacap, Cirebon, Garut, Gorontalo, Gresik, Jabodetabek, Jambi, Jayapura, Jember, Jombang, Karawang, Kebumen, Kediri, Kendari, Kisaran, Kudus, Lampung, Madiun, Madura, Magelang, Makassar, Malang, Manado, Mataram, Medan, Merauke, Metro, Mojokerto, Padang, Palangkaraya, Palembang, Palopo, Palu, Pangkal Pinang, Pasuruan, Pekalongan, Pekanbaru, Pematangsiantar, Pontianak, Probolinggo, Purwakarta, Purwokerto, Sabang, Samarinda, Semarang (including Ungaran and Salatiga), Serang, Sidoarjo, Solo, Sorong, Subang, Sukabumi, Sumedang, Surabaya, Tanjung Pinang, Tarakan, Tasikmalaya, Tegal, Ternate, Tomohon, and Yogyakarta.  (including Gianyar and Tabanan) (including Ungaran and Salatiga), ",GoRide Service Area,goride
https://www.gojek.com/en-id/help/goride/cara-memberikan-penilaian-dan-tip-ke-driver,"Giving star(s) to the driver to rate their service can be done after the order is completed. But, giving a tip to the driver can be done when:  The order is still ongoingIf you want to tip the driver while the order is ongoing, please go to Orders → Ongoing, then give a tip to the driver by pressing the 'Give a tip' button below the driver's profile information. The order is still ongoing  Orders → Ongoing 'Give a tip' The order is already completedOnce the order is already completed, you can tip the driver by go to Orders → History, then select the order you want. The order is already completed  After choosing the order, you can rate the driver by giving a star(s). You also can give a tip* to the driver. *The nominal tip that you can give depends on your GoPay balance. *The nominal tip that you can give depends on your GoPay balance.   Moreover, you can give a reason and comment related to the driver's service, then click ‘Done’ ‘Done’   If you want to tip the driver   after submitting your rating, please follow below steps: Select the order number on the 'History' pageClick 'Help'>Payment issue > I want to give tip to the driver Select the order number on the 'History' page 'History' Click 'Help'>Payment issue > I want to give tip to the driver 'Help'>Payment issue > I want to give tip to the driver Can I give ratings and tips to drivers from the GoFood website? Can I give ratings and tips to drivers from the GoFood website? For now, giving tips and ratings to drivers can only be done through the application. Please open your GoFood transaction history in the Gojek application, then enter the rating and tip that you want to give to the driver. Notes: Notes: The rating and tip that you have submitted cannot be revisedYou can only tip the driver if you make a payment using GoPay and you have enough GoPay balance to do soThe tip that you gave will be 100% received by the driver after the order is completed. The rating and tip that you have submitted cannot be revised cannot be revised You can only tip the driver if you make a payment using GoPay and you have enough GoPay balance to do so The tip that you gave will be 100% received by the driver after the order is completed.",How to give rating and tip to driver,goride
https://www.gojek.com/en-id/help/goride/pesan-layanan-gojek-di-beda-lokasi,"Here is how to order Gojek services for your friend at a different location: Enter your friend's pickup location and destination or your friend’s address to pick up and deliver the package/deliver the order (for GoFood service, you need to change the ‘Your Location’ into your friend’s area as well) Enter your friend's pickup location and destination or your friend’s address to pick up and deliver the package/deliver the order (for GoFood service, you need to change the ‘Your Location’ into your friend’s area as well) Enter your friend's pickup location and destination or your friend’s address GoFood  ‘Your Location’  Add location information and phone number of your friend who will be picked up or receive the order Add location information and phone number of your friend who will be picked up or receive the order Add location information and phone number of your friend Continue ordering as usual  Continue ordering as usual  To make it easier for the driver and your friend: To make it easier for the driver and your friend: Tell your friend about the driver’s name and phone number Tell your friend about the driver’s name and phone number Inform the driver via chat about your friend's name and phone number Inform the driver via chat about your friend's name and phone number If your friend has arrived/received the order, don’t forget to give a rating to the driver based on your friend’s feedback If your friend has arrived/received the order, don’t forget to give a rating to the driver based on your friend’s feedback",Order for someone in a different location,goride
https://www.gojek.com/en-id/help/goride/bagaimana-cara-mengganti-tujuan-perjalanan-saya,"To edit your destination while using GoRide or GoCar, kindly see the steps below: edit your destination while using GoRide or GoCar On your current order, swipe up the order detail information On your current order, swipe up the order detail information swipe up the order detail information Choose ‘Edit’ on drop location section Choose ‘Edit’ on drop location section Choose ‘Edit’   Type the new destination location then click 'Confirm' Type the new destination location then click 'Confirm' Type the new destination location then click 'Confirm' Finish! Your destination has been changed! Finish! Your destination has been changed! While changing your destination, please note and make sure the things below: please note and make sure  The fare can go up, if the new destination is farther than the original destination.If you use GoPay and your GoPay balance is insufficient while editing destination, you need to top up GoPay balance first to continueYou can only edit the destination once in one trip'Multidestination' feature will not be available when you use edit destination featureThe edit destination feature is not available for Blue Bird taxi and when voucher is applied to the orderAn edit destination fee (surcharge) is appliedYou can edit the destination with a maximum distance of 100 km for GoCarYou can't edit the destination with GoPay Coins as a payment method.  The fare can go up, if the new destination is farther than the original destination. The fare can go up If you use GoPay and your GoPay balance is insufficient while editing destination, you need to top up GoPay balance first to continue You can only edit the destination once in one trip You can only edit the destination once 'Multidestination' feature will not be available when you use edit destination feature 'Multidestination' feature will not be available Multidestination The edit destination feature is not available for Blue Bird taxi and when voucher is applied to the order not available for Blue Bird taxi and when voucher is applied An edit destination fee (surcharge) is applied An edit destination fee (surcharge) is applied You can edit the destination with a maximum distance of 100 km for GoCar maximum distance of 100 km for GoCar You can't edit the destination with GoPay Coins as a payment method.  with GoPay Coins as a payment method. ",How do I edit my destination?,goride
https://www.gojek.com/en-id/help/goride/cara-bayar-pesanan-dengan-linkaja,"Now you can use LinkAja as a payment method for GoTix, GoRide, GoCar, and GoBlueBird services. GoTix GoRide GoCar GoBlueBird   Before you pay with LinkAja, you have to register your LinkAja account first in Gojek app as below: Click [⋮] on payment menu while you are ordering on Gojek app Click [⋮] on payment menu while you are ordering on Gojek app [⋮] Select Link LinkAja Select Link LinkAja Link    Input your phone number registered in LinkAja, then click ‘Continue’.*Make sure you use the same phone number registered on Gojek app . Input your phone number registered in LinkAja, then click ‘Continue’.*Make sure you use the same phone number registered on Gojek app . phone number ‘Continue’  *Make sure you use the same phone number registered on Gojek app .    Input the One Time Password (OTP) code sent to your phoneThen you can immediately use LinkAja as one of your payment methods on Gojek app. Easy right? Input the One Time Password (OTP) code sent to your phone One Time Password (OTP) code Then you can immediately use LinkAja as one of your payment methods on Gojek app. Easy right? Notes: Notes: After you paid your order with LinkAja, it will be your default payment method the next time you order on Gojek app After you paid your order with LinkAja, it will be your default payment method the next time you order on Gojek app You can always change your payment method by clicking on the payment method bar You can always change your payment method by clicking on the payment method bar You can also unlink LinkAja as your payment method by following these steps:- Choose ‘More’ on GoPay menu on your Gojek app homepage, then choose ‘Settings’ - Choose ‘Manage payment method’- Click LinkAja, then choose ‘Unlink'  You can also unlink LinkAja as your payment method by following these steps:- Choose ‘More’ on GoPay menu on your Gojek app homepage, then choose ‘Settings’ - Choose ‘Manage payment method’- Click LinkAja, then choose ‘Unlink'  unlink   ‘More’  ‘Settings’  ‘Manage payment method’  ‘Unlink' ",How to use LinkAja to pay my order,goride
https://www.gojek.com/en-id/help/goride/saya-tidak-dapat-bayar-pesanan-dengan-linkaja,"Please make sure these things below if you can’t use LinkAja to pay your order:  You have registered your LinkAja When registering LinkAja, you have entered the same number that registered on Gojek app LinkAja is only available for transactions at GoTix, GoRide, GoCar, and GoBlueBird servicesYour LinkAja balance is sufficient Your LinkAja account is active and not blocked Your GoPay account is active and not blocked You have registered your LinkAja  When registering LinkAja, you have entered the same number that registered on Gojek app  LinkAja is only available for transactions at GoTix, GoRide, GoCar, and GoBlueBird services GoTix, GoRide, GoCar, and GoBlueBird services Your LinkAja balance is sufficient  Your LinkAja account is active and not blocked  Your GoPay account is active and not blocked",I can't use LinkAja to pay order,goride
https://www.gojek.com/en-id/help/goride/kendaraan-driver-yang-saya-tumpangi-kurang-nyaman,"We always strive to give the best service to our customers since your comfort while using Gojek is an important factor that is always our priority.  We always strive to give the best service to our customers since your comfort while using Gojek is an important factor that is always our priority.  But we do apologize for the inconvenience if you had an unpleasant experience with our driver such as vehicle or helmet that driver gave to you was not clean and smelly. You can tell us more about your experience via Help page (on My Profile menu) in Gojek app by clicking the Contact Us* below this article. Help  My Profile Contact Us*  *Contact Us button only accessible when you open this page on your phone/tablet *Contact Us  * Contact Us  Contact Us  button only accessible when you open this page on your phone/tablet button only accessible when you open this page on your phone/tablet To improve our trip safety and quality, you can also give a rating for your driver after your trip completed. If you forgot to give a rating to the driver, you can open ‘My Profile’ page from the Gojek home menu then click ‘My Orders’, click 'History' icon at the top right corner of the page, and choose the order that you want to give rating. To improve our trip safety and quality, you can also give a rating for your driver after your trip completed. If you forgot to give a rating to the driver, you can open ‘My Profile’ page from the Gojek home menu then click ‘My Orders’, click 'History' icon at the top right corner of the page, and choose the order that you want to give rating. ‘My Profile’ ‘My Orders’ 'History'",Driver's vehicle is uncomfortable,goride
https://www.gojek.com/en-id/help/goride/driver-membahayakan-saya-saat-mengemudi,"We always strive to give the best service to our customers and drivers as their safety is our first priority. We aspire to improve our services by educating drivers regularly to always obeys the traffic rules, drive safely, and not using their phone while driving.  We are really sorry you have experienced unpleasant things that could put you in danger. You can tell us more about your experience via Gojek Help page (under My Profile menu) by clicking the Contact Us* below. Help  My Profile  Contact Us*  *Contact Us button only accessible when you open this page on your phone/tablet *Contact Us  * Contact Us  Contact Us  button only accessible when you open this page on your phone/tablet button only accessible when you open this page on your phone/tablet To improve our trip safety and quality, you can also give a rating for your driver after your trip completed. If you forgot to give a rating to the driver, you can open ‘My Profile’ page from the Gojek home menu then click ‘My Orders’, click 'History' icon at the top right corner of the page, and choose the order that you want to give rating. ‘My Profile’ ‘My Orders’ 'History'",Driver drove unsafely,goride
https://www.gojek.com/en-id/help/goride/driver-saya-meminta-pembayaran-lebih,"We are deeply sorry for the driver who insisted and asked for more payment from the total price stated on the app. total price Please keep in mind that the payment you should pay to the driver is the total price stated on your app with the payment method that you choose. However, if the driver asked for more payment for the parking fees and/or toll fees, you can see the terms below: the payment you should pay to the driver is the total price stated on your app with the payment method that you choose parking fees and/or toll fees terms  Parking fees and tolls prior to pickup is the driver’s responsibility, unless it’s previously agreed to be paid by the customer Parking fees and tolls prior to pickup is the driver’s responsibility, unless it’s previously agreed to be paid by the customer Parking fees and tolls after pickup are the responsibility of the customer, with prior agreement before entering the parking area and toll lane Parking fees and tolls after pickup are the responsibility of the customer, with prior agreement before entering the parking area and toll lane If you’re sure that the driver asked for money that is not in accordance with the terms above, please report it to us via Gojek Help page (under My Profile menu) by clicking the Contact Us* below this article. We will be glad to help.  If you’re sure that the driver asked for money that is not in accordance with the terms above, please report it to us via Gojek Help page (under My Profile menu) by clicking the Contact Us* below this article. We will be glad to help.  report Help  My Profile  Contact Us*  Please note..  Please note.. Please note.. We do not recommend you pay more including transfer money to anyone. Payments made outside of applicable regulations are not our responsibility. *Contact Us button only accessible when you open this page on your phone/tablet *Contact Us  * Contact Us  Contact Us  button only accessible when you open this page on your phone/tablet button only accessible when you open this page on your phone/tablet  ",Driver asked for more payment,goride
https://www.gojek.com/en-id/help/goride/driver-berbeda-dari-aplikasi,"We always strive to give the best service to our customers since you and our driver safety is our first concern, including using the profile matched with the reality when executing orders.   We always strive to give the best service to our customers since you and our driver safety is our first concern, including using the profile matched with the reality when executing orders.   But we do apologize for the inconvenience if you had an unpleasant experience with our driver such as your driver is different from what you see in their profile picture in Gojek app. You can tell us more about your experience via Help page (on My Profile menu) in Gojek app by clicking Contact Us* below this article. But we do apologize for the inconvenience if you had an unpleasant experience with our driver such as your driver is different from what you see in their profile picture in Gojek app.  Help  My Profile Contact Us*  *Contact Us button only accessible when you open this page on your phone/tablet *Contact Us button only accessible when you open this page on your phone/tablet *Contact Us button only accessible when you open this page on your phone/tablet Contact Us   To improve our trip safety and quality, you also can give a rating for your driver after your trip completed. If you forgot to give a rating to the driver, you can open ‘My Profile’ page from the Gojek home menu then click ‘My Orders’, click 'History' icon at the top right corner of the page, and choose the order that you want to give rating. ‘My Profile’ ‘My Orders’ 'History' ",Driver is different from the app,goride
https://www.gojek.com/en-id/help/goride/saya-lupa-bayar-pesanan-ke-driver,"Always check your payment method after making an order. If you forgot to pay your order to the driver because you use cash/combination payment, you can report it to us via the Help page (on My Profile menu) in Gojek app by clicking the Contact Us* button below this article and we will help you to pay the driver.  Always check your payment method after making an order. If you forgot to pay your order to the driver because you use cash/combination payment, you can report it to us via the Help page (on My Profile menu) in Gojek app by clicking the Contact Us* button below this article and we will help you to pay the driver.  check your payment method Help  My Profile Contact Us* There is a possibility that we will deduct your GoPay based on the fee on your order. So, please make sure your balance is sufficient for the deduction. There is a possibility that we will deduct your GoPay based on the fee on your order. So, please make sure your balance is sufficient for the deduction. *Contact Us button only accessible when you open this page on your phone/tablet *Contact Us  * Contact Us  Contact Us  button only accessible when you open this page on your phone/tablet button only accessible when you open this page on your phone/tablet",I forgot to pay my order to the driver,goride
https://www.gojek.com/en-id/help/goride/saya-membayar-dua-kali-untuk-pesanan-yang-sama,"  If you’ve already paid twice for the same order in the Gojek app, report  report   this to us via Gojek Help page (under My Profile menu) by clicking the Contact Us* button below and we'll be glad to help you.  (under My Profile menu) Contact Us*  *Contact Us button only accessible when you open this page on your phone/tablet.  *Contact Us button only accessible when you open this page on your phone/tablet To prevent this from happening again, here are our suggestions when ordering Gojek services: Pay attention to the payment method you’re using, either one method or the combination of two methodsIf you choose GoPay, GoPayLater, GoPay Coins, Jago, LinkAja, or Credit/Debit Card as the payment method, you don't have to pay with cash anymore, unless you use a combination payment with cash Pay attention to the payment method you’re using, either one method or the combination of two methods Pay attention to the payment method you’re using, If you choose GoPay, GoPayLater, GoPay Coins, Jago, LinkAja, or Credit/Debit Card as the payment method, you don't have to pay with cash anymore, unless you use a combination payment with cash  you don't have to pay with cash anymore Note: Note: Note: Currently GoPayLater can only be accessed for some users, and GoPay Coins can only be used for certain services. Hang in there! We’re on the way to make them available for more users. Currently GoPayLater can only be accessed for some users, and GoPay Coins can only be used for certain services. Hang in there! We’re on the way to make them available for more users.",I paid twice for the same order,goride
https://www.gojek.com/en-id/help/goride/driver-melakukan-pelecehan-kepada-saya,"We always strive to give the best service to our customers since you and our driver safety is our first concern. We always strive to give the best service to our customers since you and our driver safety is our first concern.  We are deeply sorry that you had to experience unpleasant behavior from our driver. Therefore, you can tell us more about your experience via Help page (on My Profile menu) in Gojek app by clicking Contact Us* below this article. We are deeply sorry that you had to experience unpleasant behavior from our driver. Therefore, you can tell us more about your experience via Help page (on My Profile menu) in Gojek app by clicking Contact Us* below this article. Help  My Profile Contact Us*  *Contact Us button only accessible when you open this page on your phone/tablet *Contact Us button only accessible when you open this page on your phone/tablet *Contact Us  *Contact Us  Contact Us  button only accessible when you open this page on your phone/tablet button only accessible when you open this page on your phone/tablet And to improve our trip safety and quality you can give a rating for your driver after your trip completed. If you forgot to give a rating to the driver, you can open ‘My Profile’ page from the Gojek home menu then click ‘My Orders’, click 'History' icon at the top right corner of the page, and choose the order that you want to give rating. And to improve our trip safety and quality you can give a rating for your driver after your trip completed. If you forgot to give a rating to the driver, you can open ‘My Profile’ page from the Gojek home menu then click ‘My Orders’, click 'History' icon at the top right corner of the page, and choose the order that you want to give rating. ‘My Profile’ ‘My Orders’ 'History'  ",I was harassed by the driver,goride
https://www.gojek.com/en-id/help/goride/driver-kurang-sopan,"We apologize for the inconvenience you experienced due to the behavior of our drivers. We apologize for the inconvenience you experienced due to the behavior of our drivers. Please report this to us by filling in the form below so we can take the appropriate action against the driver. Please report this to us by filling in the form below so we can take the appropriate action against the driver. You can also rate* the driver’s service quality, by follow the steps in this article.  You can also rate* the driver’s service quality, by follow the steps in this article.  this article *Currently Driver rating feature is not available on the https://gofood.co.id page. But you can still rate the driver’s service quality from the app.  *Currently Driver  *Currently Driver  rating feature is not available on the https://gofood.co.id page. But you can still rate the driver’s service quality from the app.  rating feature is not available on the https://gofood.co.id page. But you can still rate the driver’s service quality from the app.  https://gofood.co.id",Driver was Impolite,goride
https://www.gojek.com/en-id/help/goride/driver-tidak-menjemput-namun-menyelesaikan-pesanan,"We are really sorry to hear what happened.  Before reporting this incident, if you order GoCar or GoBluebird services, you can try contacting the driver first by sending a chat to the driver up to 2 hours after the order is completed from the Order History page. It's possible that he/she is already on the road to pick you up but accidentally ended the order. GoCar  GoBluebird  try contacting the driver first by sending a chat to the driver up to 2 hours after the order is completed However, if the driver cannot be contacted and does not come after you have waited, you can report this incident to us via Gojek Help page (under My Profile menu) by clicking the Contact Us* button below. report  Help page  Contact Us Please note that the driver you report will be sanctioned in accordance with the applicable provisions in Gojek Indonesia and you cannot withdraw your report. So, please make sure that your report is in accordance with what you experienced. the driver you report will be sanctioned  you cannot withdraw your report *Contact Us button only accessible when you open this page on your phone/tablet * Contact Us  Contact Us  button only accessible when you open this page on your phone/tablet",Driver didn't pick up but has completed my order,goride
https://www.gojek.com/en-id/help/goride/panduan-keamanan-keadaan-darurat-untuk-goride,"Your safety and convenience are our priorities. Therefore, Gojek presents the Safe Trip Kit feature. Safe Trip Kit   You can find this feature when you are on a trip with GoRide, GoCar, and GoBluebird service by clicking the shield icon on the detail order page: GoRide GoCar GoBluebird  clicking the shield icon   This Safe Trip Kit feature has 5 menus as follow: 5 menus  Trip insuranceYour GoRide and GoCar trips are fully protected by insurance. You can see more information about it by clicking the 'Details' button on the 'Your ride is insured!' section.The Safety HandbookThrough this menu, you can see the various efforts and features that we have provided to make you always feel safe while on trip with us.Share tripBy using this menu, you can share your trip to your closest person real-time.On-trip reportThis menu allows you to give feedback about the driver during the trip.Emergency helpYou can use this menu to notify us when you are in an uncomfortable or emergency situation immediately. Trip insuranceYour GoRide and GoCar trips are fully protected by insurance. You can see more information about it by clicking the 'Details' button on the 'Your ride is insured!' section. Trip insurance  The Safety HandbookThrough this menu, you can see the various efforts and features that we have provided to make you always feel safe while on trip with us. The Safety Handbook  Share tripBy using this menu, you can share your trip to your closest person real-time. Share trip  On-trip reportThis menu allows you to give feedback about the driver during the trip. On-trip report  Emergency helpYou can use this menu to notify us when you are in an uncomfortable or emergency situation immediately. Emergency help ",Safe Trip Kit feature,goride
https://www.gojek.com/en-id/help/goride/cara-bayar-pesanan-dengan-kartu-kredit-debit,"To pay an order (GoRide, GoCar, GoBluebird) with a credit/debit card, you have to register it first. Here’s how: Click [⋮] on payment method bar Click [⋮] on payment method bar [⋮]    2. Select ‘Add’ on Credit or debit card menu ‘Add’   3. Input Card Number, Expiry date, CVV, and your card name Card Number, Expiry date, CVV, and your card name   4. Please make sure you’ve entered the correct data, then click 'Save Card'  'Save Card'  5. Now you can use credit/debit card to pay order To see your credit/debit card transaction history, please check it on the order history page. order history page The next time you order on Gojek app, credit/debit card will be your default payment method. You can always change to other payment method by clicking on the payment method bar.",How to pay order with credit/debit card,goride
